date,price,price_change,daily_return_pct,rolling_volatility_7d,ma_7d
2024-01-05,0.5,-0.0949999999999999,-18.999999999999993,10.629130568129447,0.4528571428571428
2024-01-06,0.405,-0.0949999999999999,-18.999999999999993,10.629130568129447,0.4528571428571428
2024-01-07,0.405,0.0,0.0,10.629130568129447,0.4528571428571428
2024-01-08,0.475,0.0699999999999999,17.28395061728394,10.629130568129447,0.4528571428571428
2024-01-09,0.465,-0.0099999999999999,-2.1052631578947323,10.629130568129447,0.4528571428571428
2024-01-10,0.455,-0.01,-2.1505376344086,10.629130568129447,0.4528571428571428
2024-01-11,0.465,0.01,2.19780219780219,10.629130568129447,0.4528571428571428
2024-01-12,0.475,0.0099999999999999,2.1505376344086,10.629130568129447,0.4492857142857143
2024-01-13,0.485,0.01,2.1052631578947434,6.676567985045866,0.4607142857142857
2024-01-14,0.485,0.0,0.0,6.676567985045866,0.4721428571428571
2024-01-15,0.475,-0.01,-2.061855670103097,2.1288820719903665,0.4721428571428571
2024-01-16,0.475,0.0,0.0,1.9168448944022776,0.4735714285714286
2024-01-17,0.485,0.01,2.1052631578947434,1.6603462368405029,0.4778571428571428
2024-01-18,0.485,0.0,0.0,1.5863937548626046,0.4807142857142857
2024-01-19,0.485,0.0,0.0,1.4408315851367777,0.4821428571428571
2024-01-20,0.485,0.0,0.0,1.2029902046891845,0.4821428571428571
2024-01-21,0.485,0.0,0.0,1.2029902046891845,0.4821428571428571
2024-01-22,0.485,0.0,0.0,0.7957146800194428,0.4835714285714286
2024-01-23,0.545,0.06,12.371134020618555,4.610478629658532,0.4935714285714286
2024-01-24,0.545,0.0,0.0,4.675849150629618,0.5021428571428571
2024-01-25,0.545,0.0,0.0,4.675849150629618,0.5107142857142858
2024-01-26,0.545,0.0,0.0,4.675849150629618,0.5192857142857144
2024-01-27,0.545,0.0,0.0,4.675849150629618,0.5278571428571429
2024-01-28,0.545,0.0,0.0,4.675849150629618,0.5364285714285715
2024-01-29,0.545,0.0,0.0,4.675849150629618,0.545
2024-01-30,0.545,0.0,0.0,0.0,0.545
2024-01-31,0.545,0.0,0.0,0.0,0.545
2024-02-01,0.525,-0.02,-3.669724770642202,1.3870255890246967,0.5421428571428571
2024-02-02,0.525,0.0,0.0,1.3870255890246967,0.5392857142857144
2024-02-03,0.525,0.0,0.0,1.3870255890246967,0.5364285714285715
2024-02-04,0.525,0.0,0.0,1.3870255890246967,0.5335714285714286
2024-02-05,0.525,0.0,0.0,1.3870255890246967,0.5307142857142858
2024-02-06,0.525,0.0,0.0,1.3870255890246967,0.5278571428571429
2024-02-07,0.525,0.0,0.0,1.3870255890246967,0.525
2024-02-08,0.525,0.0,0.0,0.0,0.525
2024-02-09,0.525,0.0,0.0,0.0,0.525
2024-02-10,0.515,-0.01,-1.904761904761909,0.7199323295414048,0.5235714285714286
2024-02-11,0.525,0.01,1.9417475728155331,1.110428305536398,0.5235714285714286
2024-02-12,0.525,0.0,0.0,1.110428305536398,0.5235714285714286
2024-02-13,0.535,0.01,1.904761904761898,1.3221190837949537,0.525
2024-02-14,0.525,-0.01,-1.869158878504673,1.5556146505520017,0.525
2024-02-15,0.525,0.0,0.0,1.5556146505520017,0.525
2024-02-16,0.53,0.005,0.952380952380949,1.5956881200643849,0.5257142857142857
2024-02-17,0.525,-0.005,-0.943396226415094,1.4215974302073593,0.5271428571428572
2024-02-18,0.525,0.0,0.0,1.2191947298479031,0.5271428571428572
2024-02-19,0.535,0.01,1.904761904761898,1.4144589452661156,0.5285714285714286
2024-02-20,0.545,0.01,1.869158878504673,1.4076842638651532,0.53
2024-02-21,0.545,0.0,0.0,1.0704017617565171,0.5328571428571429
2024-02-22,0.545,0.0,0.0,1.0704017617565171,0.5357142857142857
2024-02-23,0.545,0.0,0.0,1.0698377224700573,0.5378571428571429
2024-02-24,0.535,-0.01,-1.834862385321101,1.287857228567569,0.5392857142857143
2024-02-25,0.535,0.0,0.0,1.287857228567569,0.5407142857142857
2024-02-26,0.535,0.0,0.0,1.0692915762725248,0.5407142857142857
2024-02-27,0.525,-0.01,-1.869158878504673,0.9037428874809528,0.5378571428571429
2024-02-28,0.525,0.0,0.0,0.9037428874809528,0.535
2024-02-29,0.525,0.0,0.0,0.9037428874809528,0.5321428571428573
2024-03-01,0.525,0.0,0.0,0.9037428874809528,0.5292857142857144
2024-03-02,0.525,0.0,0.0,0.7064756504845551,0.5278571428571429
2024-03-03,0.535,0.01,1.904761904761898,1.0894717179068896,0.5278571428571429
2024-03-04,0.535,0.0,0.0,1.0894717179068896,0.5278571428571429
2024-03-05,0.535,0.0,0.0,0.7199323295414,0.5292857142857142
